symbol,output_size,window_size,data_mode,C,gamma,max_string_lenght,val_score,test_score,balance_score
GOOGL,3,14,1,10000.0,scale,500,0.6363636363636364,0.4666666666666667,0.5384615384615384
GOOGL,3,14,1,100000.0,scale,500,0.6363636363636364,0.4666666666666667,0.5384615384615384
TSLA,7,3,0,100000.0,scale,500,0.6363636363636364,0.5535714285714286,0.6136363636363636
TSLA,7,3,0,1000.0,scale,500,0.6363636363636364,0.5714285714285714,0.6363636363636364
GOOGL,3,14,2,10000.0,scale,1000,0.6363636363636364,0.55,0.5
GOOGL,3,14,2,1000.0,scale,1000,0.6363636363636364,0.55,0.5
GOOGL,7,3,2,10000.0,scale,500,0.6363636363636364,0.5892857142857143,0.66
GOOGL,7,3,2,100000.0,scale,500,0.6363636363636364,0.5892857142857143,0.66
AAPL,7,3,2,100000.0,scale,500,0.6363636363636364,0.3392857142857143,0.5277777777777778
AAPL,7,3,2,10000.0,scale,500,0.6363636363636364,0.3392857142857143,0.5277777777777778
AAPL,7,3,2,1000.0,scale,500,0.6363636363636364,0.3392857142857143,0.5277777777777778
MSFT,3,14,0,1000.0,scale,500,0.6363636363636364,0.43333333333333335,0.46
AAPL,7,3,2,100000.0,scale,1000,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,2,1000.0,scale,10000,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,2,10000.0,scale,10000,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,2,100000.0,scale,10000,0.6363636363636364,0.35714285714285715,0.5277777777777778
MSFT,3,14,2,100000.0,scale,500,0.6363636363636364,0.5333333333333333,0.48
GOOGL,3,14,2,100000.0,scale,20000,0.6363636363636364,0.5,0.5192307692307693
TSLA,7,14,0,1000.0,scale,500,0.6363636363636364,0.5714285714285714,0.6363636363636364
GOOGL,3,14,2,10000.0,scale,20000,0.6363636363636364,0.5,0.5192307692307693
GOOGL,3,14,2,1000.0,scale,20000,0.6363636363636364,0.5,0.5192307692307693
GOOGL,3,14,2,100000.0,scale,10000,0.6363636363636364,0.5,0.5192307692307693
GOOGL,3,14,2,10000.0,scale,10000,0.6363636363636364,0.5,0.5192307692307693
TSLA,7,14,0,100000.0,scale,500,0.6363636363636364,0.5535714285714286,0.6136363636363636
TSLA,7,7,0,100000.0,scale,500,0.6363636363636364,0.5535714285714286,0.6136363636363636
AAPL,3,3,1,100000.0,scale,500,0.6363636363636364,0.43333333333333335,0.5
TSLA,7,7,0,1000.0,scale,500,0.6363636363636364,0.5714285714285714,0.6363636363636364
MSFT,3,7,2,100000.0,scale,20000,0.6363636363636364,0.55,0.52
GOOGL,3,14,2,100000.0,scale,1000,0.6363636363636364,0.55,0.5
AAPL,7,3,2,100000.0,scale,20000,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,2,10000.0,scale,20000,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,2,1000.0,scale,20000,0.6363636363636364,0.35714285714285715,0.5277777777777778
GOOGL,3,14,2,1000.0,scale,10000,0.6363636363636364,0.5,0.5192307692307693
GOOGL,7,3,2,1000.0,scale,500,0.6363636363636364,0.5892857142857143,0.66
AAPL,3,3,1,10000.0,scale,500,0.6363636363636364,0.43333333333333335,0.5
AAPL,7,7,0,10000.0,scale,500,0.6363636363636364,0.5,0.8055555555555556
AMZN,7,3,2,1000.0,scale,500,0.6363636363636364,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,10000.0,scale,500,0.6363636363636364,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,100000.0,scale,500,0.6363636363636364,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,1000.0,scale,10000,0.6363636363636364,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,10000.0,scale,10000,0.6363636363636364,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,100000.0,scale,10000,0.6363636363636364,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,1000.0,scale,20000,0.6363636363636364,0.5357142857142857,0.5370370370370371
MSFT,3,3,0,10000.0,scale,500,0.6363636363636364,0.4166666666666667,0.46
AMZN,7,3,2,10000.0,scale,20000,0.6363636363636364,0.5357142857142857,0.5370370370370371
TSLA,7,3,2,100000.0,scale,20000,0.6363636363636364,0.4107142857142857,0.5227272727272727
TSLA,7,3,2,10000.0,scale,20000,0.6363636363636364,0.4107142857142857,0.5227272727272727
TSLA,7,3,2,1000.0,scale,20000,0.6363636363636364,0.4107142857142857,0.5227272727272727
TSLA,7,3,2,100000.0,scale,10000,0.6363636363636364,0.4107142857142857,0.5227272727272727
TSLA,7,3,2,10000.0,scale,10000,0.6363636363636364,0.4107142857142857,0.5227272727272727
TSLA,7,3,2,1000.0,scale,10000,0.6363636363636364,0.4107142857142857,0.5227272727272727
AMZN,3,7,2,1000.0,scale,500,0.6363636363636364,0.5333333333333333,0.5370370370370371
AMZN,7,3,2,100000.0,scale,20000,0.6363636363636364,0.5357142857142857,0.5370370370370371
MSFT,3,7,2,100000.0,scale,500,0.6363636363636364,0.5666666666666667,0.52
MSFT,3,7,2,10000.0,scale,500,0.6363636363636364,0.5666666666666667,0.52
AMZN,7,7,1,100000.0,scale,500,0.6363636363636364,0.48214285714285715,0.5
AAPL,7,3,0,10000.0,scale,500,0.6363636363636364,0.5,0.8055555555555556
AAPL,7,3,1,1000.0,scale,500,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,1,10000.0,scale,500,0.6363636363636364,0.35714285714285715,0.5277777777777778
AAPL,7,3,1,100000.0,scale,500,0.6363636363636364,0.35714285714285715,0.5277777777777778
AMZN,14,3,0,10000.0,scale,500,0.6363636363636364,0.3877551020408163,0.5
AMZN,14,3,0,100000.0,scale,500,0.6363636363636364,0.3877551020408163,0.5
AMZN,14,7,0,10000.0,scale,500,0.6363636363636364,0.3877551020408163,0.5
AMZN,14,7,0,100000.0,scale,500,0.6363636363636364,0.3877551020408163,0.5
AMZN,14,14,0,10000.0,scale,500,0.6363636363636364,0.3877551020408163,0.5
AMZN,14,14,0,100000.0,scale,500,0.6363636363636364,0.3877551020408163,0.5
AMZN,7,3,1,1000.0,scale,500,0.6363636363636364,0.5535714285714286,0.5555555555555556
AMZN,7,3,1,10000.0,scale,500,0.6363636363636364,0.5535714285714286,0.5555555555555556
AMZN,7,3,1,100000.0,scale,500,0.6363636363636364,0.5535714285714286,0.5555555555555556
AAPL,3,3,1,1000.0,scale,500,0.6363636363636364,0.43333333333333335,0.5
MSFT,3,7,2,1000.0,scale,500,0.6363636363636364,0.5666666666666667,0.52
AMZN,7,7,1,1000.0,scale,500,0.6363636363636364,0.48214285714285715,0.5
AMZN,7,7,1,10000.0,scale,500,0.6363636363636364,0.48214285714285715,0.5
AMZN,3,7,2,10000.0,scale,500,0.6363636363636364,0.5333333333333333,0.5370370370370371
AMZN,3,7,2,100000.0,scale,500,0.6363636363636364,0.5333333333333333,0.5370370370370371
MSFT,3,7,2,1000.0,scale,10000,0.6363636363636364,0.55,0.52
AMZN,7,7,2,100000.0,scale,500,0.6363636363636364,0.5,0.5185185185185185
AMZN,7,7,2,100000.0,scale,1000,0.6363636363636364,0.5,0.5185185185185185
AMZN,7,7,2,10000.0,scale,1000,0.6363636363636364,0.5,0.5185185185185185
AMZN,7,7,2,1000.0,scale,1000,0.6363636363636364,0.5,0.5185185185185185
AMZN,7,7,2,10000.0,scale,500,0.6363636363636364,0.5,0.5185185185185185
AMZN,7,7,2,1000.0,scale,500,0.6363636363636364,0.5,0.5185185185185185
MSFT,14,14,2,100000.0,scale,10000,0.6590909090909091,0.3469387755102041,0.53125
GOOGL,7,7,2,1000.0,scale,1000,0.6590909090909091,0.7142857142857143,0.74
TSLA,7,3,2,1000.0,scale,500,0.6590909090909091,0.4107142857142857,0.4772727272727273
AMZN,3,3,1,1000.0,scale,500,0.6590909090909091,0.6,0.5555555555555556
AMZN,3,3,1,10000.0,scale,500,0.6590909090909091,0.6,0.5555555555555556
AMZN,3,3,1,100000.0,scale,500,0.6590909090909091,0.6,0.5555555555555556
TSLA,7,3,2,10000.0,scale,500,0.6590909090909091,0.4107142857142857,0.4772727272727273
TSLA,7,3,2,100000.0,scale,500,0.6590909090909091,0.4107142857142857,0.4772727272727273
MSFT,14,14,2,100000.0,scale,20000,0.6590909090909091,0.3469387755102041,0.53125
AAPL,3,7,2,100000.0,scale,500,0.6590909090909091,0.5666666666666667,0.6538461538461539
AAPL,3,7,2,10000.0,scale,500,0.6590909090909091,0.5666666666666667,0.6538461538461539
GOOGL,7,7,2,10000.0,scale,1000,0.6590909090909091,0.7142857142857143,0.74
AAPL,3,3,2,100000.0,scale,1000,0.6590909090909091,0.4666666666666667,0.5384615384615384
AAPL,3,7,2,1000.0,scale,500,0.6590909090909091,0.5666666666666667,0.6538461538461539
MSFT,14,14,2,10000.0,scale,20000,0.6590909090909091,0.3469387755102041,0.53125
MSFT,14,14,2,1000.0,scale,20000,0.6590909090909091,0.3469387755102041,0.53125
AAPL,3,7,1,1000.0,scale,500,0.6590909090909091,0.5833333333333334,0.6730769230769231
MSFT,14,14,2,1000.0,scale,10000,0.6590909090909091,0.3469387755102041,0.53125
MSFT,14,14,2,10000.0,scale,10000,0.6590909090909091,0.3469387755102041,0.53125
AAPL,3,3,2,1000.0,scale,1000,0.6590909090909091,0.4666666666666667,0.5384615384615384
AAPL,3,3,2,10000.0,scale,1000,0.6590909090909091,0.4666666666666667,0.5384615384615384
AAPL,3,3,2,100000.0,scale,500,0.6590909090909091,0.48333333333333334,0.5576923076923077
TSLA,7,3,1,1000.0,scale,500,0.6590909090909091,0.4642857142857143,0.5
AAPL,3,7,2,1000.0,scale,1000,0.6590909090909091,0.55,0.6346153846153846
MSFT,3,7,0,100000.0,scale,500,0.6590909090909091,0.4166666666666667,0.46
MSFT,14,7,2,1000.0,scale,500,0.6590909090909091,0.46938775510204084,0.65625
MSFT,14,7,2,10000.0,scale,500,0.6590909090909091,0.46938775510204084,0.65625
MSFT,14,7,2,100000.0,scale,500,0.6590909090909091,0.46938775510204084,0.65625
TSLA,7,7,2,100000.0,scale,20000,0.6590909090909091,0.48214285714285715,0.6136363636363636
TSLA,7,7,2,10000.0,scale,20000,0.6590909090909091,0.48214285714285715,0.6136363636363636
TSLA,7,7,2,1000.0,scale,20000,0.6590909090909091,0.48214285714285715,0.6136363636363636
TSLA,7,7,2,100000.0,scale,10000,0.6590909090909091,0.48214285714285715,0.6136363636363636
TSLA,7,7,2,10000.0,scale,10000,0.6590909090909091,0.48214285714285715,0.6136363636363636
TSLA,7,7,2,1000.0,scale,10000,0.6590909090909091,0.48214285714285715,0.6136363636363636
AAPL,3,7,2,10000.0,scale,1000,0.6590909090909091,0.55,0.6346153846153846
AAPL,3,7,2,100000.0,scale,1000,0.6590909090909091,0.55,0.6346153846153846
TSLA,7,3,1,100000.0,scale,500,0.6590909090909091,0.4642857142857143,0.5
GOOGL,3,14,2,100000.0,scale,500,0.6590909090909091,0.5166666666666667,0.5769230769230769
GOOGL,3,14,2,10000.0,scale,500,0.6590909090909091,0.5166666666666667,0.5769230769230769
GOOGL,3,14,2,1000.0,scale,500,0.6590909090909091,0.5166666666666667,0.5769230769230769
TSLA,7,3,1,10000.0,scale,500,0.6590909090909091,0.4642857142857143,0.5
AAPL,3,3,2,1000.0,scale,500,0.6590909090909091,0.48333333333333334,0.5576923076923077
AAPL,3,3,2,10000.0,scale,500,0.6590909090909091,0.48333333333333334,0.5576923076923077
GOOGL,14,7,2,100000.0,scale,1000,0.6590909090909091,0.6326530612244898,0.5
GOOGL,14,7,2,10000.0,scale,1000,0.6590909090909091,0.6326530612244898,0.5
GOOGL,14,7,2,1000.0,scale,1000,0.6590909090909091,0.6326530612244898,0.5
MSFT,3,14,0,100000.0,scale,500,0.6590909090909091,0.4166666666666667,0.46
GOOGL,7,7,2,100000.0,scale,1000,0.6590909090909091,0.7142857142857143,0.74
MSFT,3,3,0,100000.0,scale,500,0.6590909090909091,0.4166666666666667,0.46
MSFT,3,7,2,1000.0,scale,1000,0.6590909090909091,0.5666666666666667,0.5
AMZN,3,7,2,1000.0,scale,10000,0.6590909090909091,0.5166666666666667,0.5
AMZN,3,7,2,100000.0,scale,20000,0.6590909090909091,0.5166666666666667,0.5
GOOGL,7,14,1,100000.0,scale,500,0.6590909090909091,0.5357142857142857,0.58
GOOGL,7,14,1,10000.0,scale,500,0.6590909090909091,0.5357142857142857,0.58
GOOGL,7,14,1,1000.0,scale,500,0.6590909090909091,0.5357142857142857,0.58
AAPL,3,7,1,100000.0,scale,500,0.6590909090909091,0.5833333333333334,0.6730769230769231
GOOGL,3,3,2,1000.0,scale,1000,0.6590909090909091,0.4666666666666667,0.46153846153846156
GOOGL,3,3,2,10000.0,scale,1000,0.6590909090909091,0.4666666666666667,0.46153846153846156
GOOGL,3,3,2,100000.0,scale,1000,0.6590909090909091,0.4666666666666667,0.46153846153846156
GOOGL,3,3,2,1000.0,scale,10000,0.6590909090909091,0.55,0.5
GOOGL,3,3,2,10000.0,scale,10000,0.6590909090909091,0.55,0.5
GOOGL,3,3,2,100000.0,scale,10000,0.6590909090909091,0.55,0.5
AMZN,3,7,2,100000.0,scale,10000,0.6590909090909091,0.5166666666666667,0.5
GOOGL,3,3,2,1000.0,scale,20000,0.6590909090909091,0.55,0.5
GOOGL,3,3,2,100000.0,scale,20000,0.6590909090909091,0.55,0.5
AAPL,3,7,1,10000.0,scale,500,0.6590909090909091,0.5833333333333334,0.6730769230769231
AMZN,3,7,2,10000.0,scale,20000,0.6590909090909091,0.5166666666666667,0.5
AMZN,3,7,2,1000.0,scale,20000,0.6590909090909091,0.5166666666666667,0.5
MSFT,3,7,2,100000.0,scale,1000,0.6590909090909091,0.5666666666666667,0.5
MSFT,3,7,2,10000.0,scale,1000,0.6590909090909091,0.5666666666666667,0.5
GOOGL,3,3,2,10000.0,scale,20000,0.6590909090909091,0.55,0.5
AMZN,3,7,2,10000.0,scale,10000,0.6590909090909091,0.5166666666666667,0.5
TSLA,14,3,2,1000.0,scale,1000,0.6818181818181818,0.3469387755102041,0.47368421052631576
TSLA,14,3,2,10000.0,scale,1000,0.6818181818181818,0.3469387755102041,0.47368421052631576
TSLA,14,3,2,100000.0,scale,1000,0.6818181818181818,0.3469387755102041,0.47368421052631576
TSLA,7,7,2,100000.0,scale,1000,0.6818181818181818,0.5,0.6363636363636364
TSLA,7,7,2,10000.0,scale,1000,0.6818181818181818,0.5,0.6363636363636364
TSLA,7,7,2,1000.0,scale,1000,0.6818181818181818,0.5,0.6363636363636364
MSFT,7,7,1,1000.0,scale,500,0.6818181818181818,0.48214285714285715,0.6111111111111112
MSFT,3,7,1,100000.0,scale,500,0.6818181818181818,0.55,0.5
AAPL,7,14,2,10000.0,scale,10000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,10000.0,scale,20000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AMZN,3,7,2,1000.0,scale,1000,0.6818181818181818,0.55,0.5370370370370371
AAPL,7,14,2,1000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,10000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,100000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,1000.0,scale,1000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,1,10000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,1,1000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,10000.0,scale,1000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,100000.0,scale,1000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AMZN,3,7,2,10000.0,scale,1000,0.6818181818181818,0.55,0.5370370370370371
AAPL,7,14,2,1000.0,scale,10000,0.6818181818181818,0.6607142857142857,0.6111111111111112
MSFT,7,7,1,10000.0,scale,500,0.6818181818181818,0.48214285714285715,0.6111111111111112
AMZN,3,7,2,100000.0,scale,1000,0.6818181818181818,0.55,0.5370370370370371
AAPL,7,14,2,100000.0,scale,10000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,1000.0,scale,20000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,14,2,100000.0,scale,20000,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,7,2,1000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
AAPL,7,7,2,1000.0,scale,20000,0.6818181818181818,0.6607142857142857,0.6388888888888888
AAPL,7,7,2,10000.0,scale,20000,0.6818181818181818,0.6607142857142857,0.6388888888888888
MSFT,7,3,2,100000.0,scale,1000,0.6818181818181818,0.35714285714285715,0.4722222222222222
MSFT,7,3,2,10000.0,scale,1000,0.6818181818181818,0.35714285714285715,0.4722222222222222
MSFT,7,3,2,1000.0,scale,1000,0.6818181818181818,0.35714285714285715,0.4722222222222222
MSFT,3,7,1,1000.0,scale,500,0.6818181818181818,0.55,0.5
MSFT,14,7,1,100000.0,scale,500,0.6818181818181818,0.4489795918367347,0.65625
AAPL,7,7,2,100000.0,scale,20000,0.6818181818181818,0.6607142857142857,0.6388888888888888
AAPL,7,7,2,1000.0,scale,10000,0.6818181818181818,0.6607142857142857,0.6388888888888888
AAPL,7,7,2,10000.0,scale,10000,0.6818181818181818,0.6607142857142857,0.6388888888888888
AAPL,7,7,2,10000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
MSFT,14,7,1,10000.0,scale,500,0.6818181818181818,0.4489795918367347,0.65625
AAPL,7,7,2,100000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
GOOGL,14,7,2,10000.0,scale,500,0.6818181818181818,0.5714285714285714,0.5294117647058824
MSFT,7,7,1,100000.0,scale,500,0.6818181818181818,0.48214285714285715,0.6111111111111112
MSFT,14,7,1,1000.0,scale,500,0.6818181818181818,0.4489795918367347,0.65625
AAPL,7,14,1,100000.0,scale,500,0.6818181818181818,0.6607142857142857,0.6111111111111112
GOOGL,14,7,2,1000.0,scale,500,0.6818181818181818,0.5714285714285714,0.5294117647058824
AMZN,7,3,2,100000.0,scale,1000,0.6818181818181818,0.5357142857142857,0.5370370370370371
MSFT,3,7,1,10000.0,scale,500,0.6818181818181818,0.55,0.5
AAPL,7,7,2,100000.0,scale,10000,0.6818181818181818,0.6607142857142857,0.6388888888888888
AMZN,7,3,2,10000.0,scale,1000,0.6818181818181818,0.5357142857142857,0.5370370370370371
AMZN,7,3,2,1000.0,scale,1000,0.6818181818181818,0.5357142857142857,0.5370370370370371
GOOGL,14,7,2,100000.0,scale,500,0.6818181818181818,0.5714285714285714,0.5294117647058824
AAPL,7,7,1,1000.0,scale,500,0.7045454545454546,0.6607142857142857,0.6111111111111112
AAPL,7,7,1,100000.0,scale,500,0.7045454545454546,0.6607142857142857,0.6111111111111112
MSFT,7,3,2,10000.0,scale,500,0.7045454545454546,0.32142857142857145,0.4722222222222222
MSFT,7,3,2,100000.0,scale,500,0.7045454545454546,0.32142857142857145,0.4722222222222222
MSFT,7,3,1,100000.0,scale,500,0.7045454545454546,0.375,0.4722222222222222
MSFT,7,3,1,10000.0,scale,500,0.7045454545454546,0.375,0.4722222222222222
MSFT,7,3,1,1000.0,scale,500,0.7045454545454546,0.375,0.4722222222222222
AAPL,7,7,1,10000.0,scale,500,0.7045454545454546,0.6607142857142857,0.6111111111111112
MSFT,7,3,2,1000.0,scale,500,0.7045454545454546,0.32142857142857145,0.4722222222222222
GOOGL,14,14,0,100000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
GOOGL,14,3,0,10000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
TSLA,3,7,0,100000.0,scale,500,0.7045454545454546,0.5166666666666667,0.5
GOOGL,14,14,0,10000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
GOOGL,14,14,0,1000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
GOOGL,14,7,0,100000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
GOOGL,14,7,0,10000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
GOOGL,14,7,0,1000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
TSLA,3,7,2,100000.0,scale,1000,0.7045454545454546,0.6333333333333333,0.6379310344827587
TSLA,3,14,0,10000.0,scale,500,0.7045454545454546,0.5166666666666667,0.5
TSLA,3,14,0,100000.0,scale,500,0.7045454545454546,0.5166666666666667,0.5
GOOGL,14,3,0,100000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
TSLA,3,7,2,10000.0,scale,1000,0.7045454545454546,0.6333333333333333,0.6379310344827587
GOOGL,14,3,0,1000.0,scale,500,0.7045454545454546,0.3673469387755102,0.5294117647058824
TSLA,3,3,1,1000.0,scale,500,0.7045454545454546,0.5666666666666667,0.5862068965517241
TSLA,3,3,1,10000.0,scale,500,0.7045454545454546,0.5666666666666667,0.5862068965517241
TSLA,3,3,1,100000.0,scale,500,0.7045454545454546,0.5666666666666667,0.5862068965517241
TSLA,3,7,2,1000.0,scale,1000,0.7045454545454546,0.6333333333333333,0.6379310344827587
TSLA,3,7,2,100000.0,scale,500,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,3,7,2,10000.0,scale,500,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,3,7,2,1000.0,scale,500,0.7045454545454546,0.6333333333333333,0.6551724137931034
AMZN,3,3,2,100000.0,scale,20000,0.7045454545454546,0.5666666666666667,0.5185185185185185
AMZN,3,3,2,10000.0,scale,20000,0.7045454545454546,0.5666666666666667,0.5185185185185185
AMZN,3,3,2,1000.0,scale,20000,0.7045454545454546,0.5666666666666667,0.5185185185185185
AMZN,3,3,2,100000.0,scale,10000,0.7045454545454546,0.5666666666666667,0.5185185185185185
AMZN,3,3,2,10000.0,scale,10000,0.7045454545454546,0.5666666666666667,0.5185185185185185
AMZN,3,3,2,1000.0,scale,10000,0.7045454545454546,0.5666666666666667,0.5185185185185185
TSLA,3,7,0,10000.0,scale,500,0.7045454545454546,0.5166666666666667,0.5
GOOGL,7,3,2,1000.0,scale,1000,0.7045454545454546,0.625,0.7
AAPL,7,7,2,1000.0,scale,1000,0.7045454545454546,0.6607142857142857,0.6388888888888888
TSLA,3,7,2,1000.0,scale,10000,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,7,7,2,10000.0,scale,500,0.7045454545454546,0.5178571428571429,0.6363636363636364
TSLA,7,7,2,1000.0,scale,500,0.7045454545454546,0.5178571428571429,0.6363636363636364
MSFT,7,7,2,10000.0,scale,1000,0.7045454545454546,0.5714285714285714,0.75
MSFT,7,7,2,1000.0,scale,1000,0.7045454545454546,0.5714285714285714,0.75
TSLA,3,7,2,100000.0,scale,20000,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,3,7,2,10000.0,scale,20000,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,3,7,2,1000.0,scale,20000,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,3,7,2,100000.0,scale,10000,0.7045454545454546,0.6333333333333333,0.6551724137931034
TSLA,3,7,2,10000.0,scale,10000,0.7045454545454546,0.6333333333333333,0.6551724137931034
GOOGL,7,3,2,10000.0,scale,1000,0.7045454545454546,0.625,0.7
MSFT,7,14,2,1000.0,scale,500,0.7045454545454546,0.4642857142857143,0.6666666666666666
TSLA,7,7,2,100000.0,scale,500,0.7045454545454546,0.5178571428571429,0.6363636363636364
MSFT,7,14,2,10000.0,scale,500,0.7045454545454546,0.4642857142857143,0.6666666666666666
MSFT,14,14,2,1000.0,scale,500,0.7045454545454546,0.3877551020408163,0.53125
MSFT,14,14,2,10000.0,scale,500,0.7045454545454546,0.3877551020408163,0.53125
MSFT,14,14,2,100000.0,scale,500,0.7045454545454546,0.3877551020408163,0.53125
MSFT,14,14,2,1000.0,scale,1000,0.7045454545454546,0.3877551020408163,0.5
MSFT,14,14,2,10000.0,scale,1000,0.7045454545454546,0.3877551020408163,0.5
MSFT,14,14,2,100000.0,scale,1000,0.7045454545454546,0.3877551020408163,0.5
AAPL,7,7,2,100000.0,scale,1000,0.7045454545454546,0.6607142857142857,0.6388888888888888
AAPL,7,7,2,10000.0,scale,1000,0.7045454545454546,0.6607142857142857,0.6388888888888888
TSLA,3,3,0,10000.0,scale,500,0.7045454545454546,0.5166666666666667,0.5
