symbol,output_size,window_size,data_mode,C,gamma,max_string_lenght,val_score,test_score,balance_score
TSLA,3,3,0,100000.0,scale,500,0.7045454545454546,0.5166666666666667,0.5
GOOGL,7,3,2,100000.0,scale,1000,0.7045454545454546,0.625,0.7
MSFT,7,14,2,100000.0,scale,500,0.7045454545454546,0.4642857142857143,0.6666666666666666
MSFT,7,7,2,100000.0,scale,1000,0.7045454545454546,0.5714285714285714,0.75
TSLA,14,3,2,1000.0,scale,20000,0.7272727272727273,0.3469387755102041,0.47368421052631576
TSLA,14,3,2,100000.0,scale,20000,0.7272727272727273,0.3469387755102041,0.47368421052631576
TSLA,14,3,2,10000.0,scale,20000,0.7272727272727273,0.3469387755102041,0.47368421052631576
TSLA,14,3,2,100000.0,scale,10000,0.7272727272727273,0.3469387755102041,0.47368421052631576
MSFT,7,7,2,100000.0,scale,500,0.7272727272727273,0.5535714285714286,0.75
TSLA,14,3,2,1000.0,scale,10000,0.7272727272727273,0.3469387755102041,0.47368421052631576
MSFT,7,7,2,1000.0,scale,10000,0.7272727272727273,0.5535714285714286,0.6944444444444444
MSFT,7,7,2,10000.0,scale,10000,0.7272727272727273,0.5535714285714286,0.6944444444444444
MSFT,7,7,2,100000.0,scale,10000,0.7272727272727273,0.5535714285714286,0.6944444444444444
MSFT,7,7,2,1000.0,scale,20000,0.7272727272727273,0.5535714285714286,0.6944444444444444
MSFT,7,7,2,10000.0,scale,20000,0.7272727272727273,0.5535714285714286,0.6944444444444444
MSFT,7,7,2,100000.0,scale,20000,0.7272727272727273,0.5535714285714286,0.6944444444444444
MSFT,14,7,2,1000.0,scale,1000,0.7272727272727273,0.4897959183673469,0.6875
MSFT,14,7,2,10000.0,scale,1000,0.7272727272727273,0.4897959183673469,0.6875
MSFT,14,7,2,100000.0,scale,1000,0.7272727272727273,0.4897959183673469,0.6875
TSLA,14,3,2,10000.0,scale,10000,0.7272727272727273,0.3469387755102041,0.47368421052631576
MSFT,7,7,2,1000.0,scale,500,0.7272727272727273,0.5535714285714286,0.75
TSLA,3,7,0,1000.0,scale,500,0.7272727272727273,0.5,0.5
TSLA,3,14,0,1000.0,scale,500,0.7272727272727273,0.5,0.5
MSFT,7,7,2,10000.0,scale,500,0.7272727272727273,0.5535714285714286,0.75
TSLA,7,7,1,1000.0,scale,500,0.7272727272727273,0.5,0.6363636363636364
TSLA,7,7,1,10000.0,scale,500,0.7272727272727273,0.5,0.6363636363636364
TSLA,7,7,1,100000.0,scale,500,0.7272727272727273,0.5,0.6363636363636364
TSLA,14,3,2,1000.0,scale,500,0.7272727272727273,0.3469387755102041,0.4473684210526316
TSLA,14,3,2,10000.0,scale,500,0.7272727272727273,0.3469387755102041,0.4473684210526316
TSLA,14,3,2,100000.0,scale,500,0.7272727272727273,0.3469387755102041,0.4473684210526316
TSLA,3,3,0,1000.0,scale,500,0.7272727272727273,0.5,0.5
GOOGL,7,14,2,1000.0,scale,10000,0.7272727272727273,0.5357142857142857,0.58
GOOGL,14,3,2,100000.0,scale,500,0.7272727272727273,0.5510204081632653,0.7941176470588235
GOOGL,7,7,2,10000.0,scale,500,0.7272727272727273,0.7321428571428571,0.72
GOOGL,7,14,2,10000.0,scale,10000,0.7272727272727273,0.5357142857142857,0.58
AMZN,3,3,2,10000.0,scale,1000,0.7272727272727273,0.55,0.5
AMZN,3,3,2,1000.0,scale,1000,0.7272727272727273,0.55,0.5
GOOGL,14,3,2,100000.0,scale,10000,0.7272727272727273,0.6530612244897959,0.7352941176470589
AMZN,7,14,1,100000.0,scale,500,0.7272727272727273,0.75,0.7407407407407407
AMZN,7,14,1,10000.0,scale,500,0.7272727272727273,0.75,0.7407407407407407
AMZN,7,14,1,1000.0,scale,500,0.7272727272727273,0.75,0.7407407407407407
AMZN,14,3,1,100000.0,scale,500,0.7272727272727273,0.6326530612244898,0.5263157894736842
GOOGL,14,3,1,1000.0,scale,500,0.7272727272727273,0.6122448979591837,0.7647058823529411
AMZN,14,3,1,10000.0,scale,500,0.7272727272727273,0.6326530612244898,0.5263157894736842
GOOGL,14,3,1,10000.0,scale,500,0.7272727272727273,0.6122448979591837,0.7647058823529411
GOOGL,7,14,2,100000.0,scale,10000,0.7272727272727273,0.5357142857142857,0.58
GOOGL,14,3,1,100000.0,scale,500,0.7272727272727273,0.6122448979591837,0.7647058823529411
GOOGL,14,3,2,1000.0,scale,500,0.7272727272727273,0.5510204081632653,0.7941176470588235
GOOGL,14,3,2,10000.0,scale,500,0.7272727272727273,0.5510204081632653,0.7941176470588235
GOOGL,14,3,2,1000.0,scale,1000,0.7272727272727273,0.5714285714285714,0.7647058823529411
GOOGL,14,3,2,10000.0,scale,1000,0.7272727272727273,0.5714285714285714,0.7647058823529411
GOOGL,14,3,2,100000.0,scale,1000,0.7272727272727273,0.5714285714285714,0.7647058823529411
GOOGL,7,7,2,100000.0,scale,500,0.7272727272727273,0.7321428571428571,0.72
GOOGL,14,3,2,1000.0,scale,10000,0.7272727272727273,0.6530612244897959,0.7352941176470589
GOOGL,7,7,2,1000.0,scale,500,0.7272727272727273,0.7321428571428571,0.72
GOOGL,14,3,2,100000.0,scale,20000,0.7272727272727273,0.6530612244897959,0.7352941176470589
GOOGL,14,3,2,10000.0,scale,20000,0.7272727272727273,0.6530612244897959,0.7352941176470589
GOOGL,14,3,2,1000.0,scale,20000,0.7272727272727273,0.6530612244897959,0.7352941176470589
AMZN,14,3,1,1000.0,scale,500,0.7272727272727273,0.6326530612244898,0.5263157894736842
GOOGL,7,14,2,1000.0,scale,20000,0.7272727272727273,0.5357142857142857,0.58
GOOGL,14,3,2,10000.0,scale,10000,0.7272727272727273,0.6530612244897959,0.7352941176470589
GOOGL,7,14,2,100000.0,scale,20000,0.7272727272727273,0.5357142857142857,0.58
MSFT,7,3,2,1000.0,scale,10000,0.7272727272727273,0.35714285714285715,0.4722222222222222
MSFT,7,3,2,10000.0,scale,10000,0.7272727272727273,0.35714285714285715,0.4722222222222222
MSFT,7,3,2,100000.0,scale,10000,0.7272727272727273,0.35714285714285715,0.4722222222222222
MSFT,7,3,2,1000.0,scale,20000,0.7272727272727273,0.35714285714285715,0.4722222222222222
GOOGL,7,14,2,10000.0,scale,20000,0.7272727272727273,0.5357142857142857,0.58
MSFT,7,3,2,100000.0,scale,20000,0.7272727272727273,0.35714285714285715,0.4722222222222222
AMZN,3,3,2,100000.0,scale,1000,0.7272727272727273,0.55,0.5
MSFT,7,3,2,10000.0,scale,20000,0.7272727272727273,0.35714285714285715,0.4722222222222222
AMZN,7,14,2,10000.0,scale,500,0.75,0.7321428571428571,0.7222222222222222
AMZN,7,14,2,1000.0,scale,500,0.75,0.7321428571428571,0.7222222222222222
AAPL,14,3,2,10000.0,scale,500,0.75,0.4897959183673469,0.5714285714285714
AMZN,14,3,2,10000.0,scale,20000,0.75,0.6326530612244898,0.5263157894736842
AMZN,14,3,2,1000.0,scale,20000,0.75,0.6326530612244898,0.5263157894736842
AAPL,14,3,1,1000.0,scale,500,0.75,0.4897959183673469,0.5714285714285714
AMZN,14,3,2,100000.0,scale,10000,0.75,0.6326530612244898,0.5263157894736842
AMZN,14,3,2,10000.0,scale,10000,0.75,0.6326530612244898,0.5263157894736842
AMZN,14,3,2,1000.0,scale,10000,0.75,0.6326530612244898,0.5263157894736842
AMZN,14,3,2,100000.0,scale,1000,0.75,0.6326530612244898,0.5263157894736842
AAPL,14,3,2,1000.0,scale,500,0.75,0.4897959183673469,0.5714285714285714
AMZN,14,3,2,100000.0,scale,20000,0.75,0.6326530612244898,0.5263157894736842
AAPL,14,3,2,1000.0,scale,1000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,10000.0,scale,1000,0.75,0.4897959183673469,0.5714285714285714
AMZN,14,3,2,1000.0,scale,500,0.75,0.6326530612244898,0.5263157894736842
TSLA,14,3,1,1000.0,scale,500,0.75,0.3673469387755102,0.47368421052631576
TSLA,14,3,1,10000.0,scale,500,0.75,0.3673469387755102,0.47368421052631576
AMZN,3,3,2,100000.0,scale,500,0.75,0.55,0.5185185185185185
TSLA,14,3,1,100000.0,scale,500,0.75,0.3673469387755102,0.47368421052631576
AMZN,3,3,2,1000.0,scale,500,0.75,0.55,0.5185185185185185
AMZN,14,3,2,10000.0,scale,500,0.75,0.6326530612244898,0.5263157894736842
AMZN,14,3,2,100000.0,scale,500,0.75,0.6326530612244898,0.5263157894736842
AMZN,14,3,2,1000.0,scale,1000,0.75,0.6326530612244898,0.5263157894736842
AAPL,14,3,2,100000.0,scale,20000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,10000.0,scale,20000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,1000.0,scale,20000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,100000.0,scale,10000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,10000.0,scale,10000,0.75,0.4897959183673469,0.5714285714285714
AMZN,14,3,2,10000.0,scale,1000,0.75,0.6326530612244898,0.5263157894736842
AAPL,14,3,2,1000.0,scale,10000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,100000.0,scale,1000,0.75,0.4897959183673469,0.5714285714285714
AAPL,14,3,2,100000.0,scale,500,0.75,0.4897959183673469,0.5714285714285714
AMZN,3,3,2,10000.0,scale,500,0.75,0.55,0.5185185185185185
AAPL,14,3,1,10000.0,scale,500,0.75,0.4897959183673469,0.5714285714285714
GOOGL,7,7,2,1000.0,scale,10000,0.75,0.7321428571428571,0.72
AMZN,7,14,2,100000.0,scale,500,0.75,0.7321428571428571,0.7222222222222222
MSFT,7,14,1,1000.0,scale,500,0.75,0.4642857142857143,0.7222222222222222
TSLA,14,7,2,100000.0,scale,1000,0.75,0.46938775510204084,0.6052631578947368
GOOGL,7,14,2,100000.0,scale,1000,0.75,0.5357142857142857,0.6
GOOGL,7,14,2,10000.0,scale,1000,0.75,0.5357142857142857,0.6
GOOGL,7,14,2,1000.0,scale,1000,0.75,0.5357142857142857,0.6
GOOGL,7,14,2,100000.0,scale,500,0.75,0.5357142857142857,0.6
GOOGL,7,14,2,10000.0,scale,500,0.75,0.5357142857142857,0.6
GOOGL,7,14,2,1000.0,scale,500,0.75,0.5357142857142857,0.6
TSLA,14,7,2,10000.0,scale,1000,0.75,0.46938775510204084,0.6052631578947368
TSLA,14,7,2,1000.0,scale,1000,0.75,0.46938775510204084,0.6052631578947368
GOOGL,7,7,2,100000.0,scale,20000,0.75,0.7321428571428571,0.72
GOOGL,7,7,2,10000.0,scale,20000,0.75,0.7321428571428571,0.72
MSFT,7,14,1,10000.0,scale,500,0.75,0.4642857142857143,0.7222222222222222
GOOGL,7,7,2,100000.0,scale,10000,0.75,0.7321428571428571,0.72
MSFT,7,14,2,100000.0,scale,20000,0.75,0.4642857142857143,0.6666666666666666
MSFT,7,14,2,10000.0,scale,20000,0.75,0.4642857142857143,0.6666666666666666
MSFT,7,14,2,1000.0,scale,20000,0.75,0.4642857142857143,0.6666666666666666
MSFT,7,14,2,100000.0,scale,10000,0.75,0.4642857142857143,0.6666666666666666
GOOGL,7,7,2,1000.0,scale,20000,0.75,0.7321428571428571,0.72
MSFT,7,14,1,100000.0,scale,500,0.75,0.4642857142857143,0.7222222222222222
AAPL,14,3,1,100000.0,scale,500,0.75,0.4897959183673469,0.5714285714285714
MSFT,7,14,2,1000.0,scale,10000,0.75,0.4642857142857143,0.6666666666666666
MSFT,7,14,2,100000.0,scale,1000,0.75,0.48214285714285715,0.7222222222222222
MSFT,7,14,2,10000.0,scale,1000,0.75,0.48214285714285715,0.7222222222222222
MSFT,7,14,2,1000.0,scale,1000,0.75,0.48214285714285715,0.7222222222222222
GOOGL,7,7,2,10000.0,scale,10000,0.75,0.7321428571428571,0.72
MSFT,7,14,2,10000.0,scale,10000,0.75,0.4642857142857143,0.6666666666666666
TSLA,7,14,2,10000.0,scale,1000,0.7727272727272727,0.6785714285714286,0.75
TSLA,7,14,2,100000.0,scale,1000,0.7727272727272727,0.6785714285714286,0.75
TSLA,3,14,1,100000.0,scale,500,0.7727272727272727,0.6166666666666667,0.603448275862069
TSLA,3,14,1,10000.0,scale,500,0.7727272727272727,0.6166666666666667,0.603448275862069
TSLA,3,14,1,1000.0,scale,500,0.7727272727272727,0.6166666666666667,0.603448275862069
TSLA,7,14,2,1000.0,scale,1000,0.7727272727272727,0.6785714285714286,0.75
MSFT,14,7,2,10000.0,scale,20000,0.7727272727272727,0.46938775510204084,0.625
MSFT,14,7,2,100000.0,scale,20000,0.7727272727272727,0.46938775510204084,0.625
MSFT,14,7,2,1000.0,scale,20000,0.7727272727272727,0.46938775510204084,0.625
MSFT,14,7,2,100000.0,scale,10000,0.7727272727272727,0.46938775510204084,0.625
MSFT,14,7,2,10000.0,scale,10000,0.7727272727272727,0.46938775510204084,0.625
MSFT,14,7,2,1000.0,scale,10000,0.7727272727272727,0.46938775510204084,0.625
TSLA,3,14,2,1000.0,scale,1000,0.7954545454545454,0.4666666666666667,0.4827586206896552
TSLA,14,7,2,10000.0,scale,500,0.7954545454545454,0.46938775510204084,0.631578947368421
TSLA,14,7,2,1000.0,scale,500,0.7954545454545454,0.46938775510204084,0.631578947368421
TSLA,14,7,2,100000.0,scale,500,0.7954545454545454,0.46938775510204084,0.631578947368421
TSLA,3,14,2,100000.0,scale,500,0.7954545454545454,0.5,0.5344827586206896
TSLA,3,14,2,1000.0,scale,500,0.7954545454545454,0.5,0.5344827586206896
TSLA,3,14,2,100000.0,scale,20000,0.7954545454545454,0.5833333333333334,0.5344827586206896
TSLA,3,14,2,10000.0,scale,20000,0.7954545454545454,0.5833333333333334,0.5344827586206896
TSLA,3,14,2,1000.0,scale,20000,0.7954545454545454,0.5833333333333334,0.5344827586206896
TSLA,3,14,2,100000.0,scale,10000,0.7954545454545454,0.5833333333333334,0.5344827586206896
TSLA,3,14,2,10000.0,scale,10000,0.7954545454545454,0.5833333333333334,0.5344827586206896
TSLA,3,14,2,1000.0,scale,10000,0.7954545454545454,0.5833333333333334,0.5344827586206896
TSLA,3,14,2,100000.0,scale,1000,0.7954545454545454,0.4666666666666667,0.4827586206896552
TSLA,3,14,2,10000.0,scale,1000,0.7954545454545454,0.4666666666666667,0.4827586206896552
TSLA,3,14,2,10000.0,scale,500,0.7954545454545454,0.5,0.5344827586206896
AMZN,7,14,2,1000.0,scale,1000,0.7954545454545454,0.7321428571428571,0.7222222222222222
TSLA,14,7,1,100000.0,scale,500,0.7954545454545454,0.4489795918367347,0.5789473684210527
AMZN,7,14,2,100000.0,scale,1000,0.7954545454545454,0.7321428571428571,0.7222222222222222
TSLA,14,3,0,100000.0,scale,500,0.7954545454545454,0.42857142857142855,0.4473684210526316
AMZN,7,14,2,10000.0,scale,1000,0.7954545454545454,0.7321428571428571,0.7222222222222222
AMZN,7,14,2,100000.0,scale,20000,0.7954545454545454,0.7321428571428571,0.7222222222222222
AMZN,7,14,2,10000.0,scale,20000,0.7954545454545454,0.7321428571428571,0.7222222222222222
AMZN,7,14,2,1000.0,scale,20000,0.7954545454545454,0.7321428571428571,0.7222222222222222
TSLA,14,7,1,1000.0,scale,500,0.7954545454545454,0.4489795918367347,0.5789473684210527
TSLA,14,7,1,10000.0,scale,500,0.7954545454545454,0.4489795918367347,0.5789473684210527
TSLA,14,7,0,100000.0,scale,500,0.7954545454545454,0.42857142857142855,0.4473684210526316
TSLA,14,14,0,100000.0,scale,500,0.7954545454545454,0.42857142857142855,0.4473684210526316
AMZN,7,14,2,1000.0,scale,10000,0.7954545454545454,0.7321428571428571,0.7222222222222222
AMZN,7,14,2,10000.0,scale,10000,0.7954545454545454,0.7321428571428571,0.7222222222222222
AMZN,7,14,2,100000.0,scale,10000,0.7954545454545454,0.7321428571428571,0.7222222222222222
AAPL,14,7,2,1000.0,scale,1000,0.8181818181818182,0.4897959183673469,0.5
AAPL,14,7,2,100000.0,scale,20000,0.8181818181818182,0.4897959183673469,0.5357142857142857
TSLA,7,14,2,1000.0,scale,500,0.8181818181818182,0.6607142857142857,0.75
AAPL,14,7,2,1000.0,scale,20000,0.8181818181818182,0.4897959183673469,0.5357142857142857
AAPL,14,7,2,100000.0,scale,10000,0.8181818181818182,0.4897959183673469,0.5357142857142857
AAPL,14,7,2,10000.0,scale,10000,0.8181818181818182,0.4897959183673469,0.5357142857142857
AAPL,14,7,2,1000.0,scale,10000,0.8181818181818182,0.4897959183673469,0.5357142857142857
TSLA,7,14,2,10000.0,scale,500,0.8181818181818182,0.6607142857142857,0.75
TSLA,7,14,2,100000.0,scale,500,0.8181818181818182,0.6607142857142857,0.75
AAPL,14,7,1,100000.0,scale,500,0.8181818181818182,0.4897959183673469,0.5357142857142857
AAPL,14,7,1,10000.0,scale,500,0.8181818181818182,0.4897959183673469,0.5357142857142857
AAPL,14,7,2,100000.0,scale,1000,0.8181818181818182,0.4897959183673469,0.5
AAPL,14,7,2,1000.0,scale,500,0.8181818181818182,0.4897959183673469,0.5
AAPL,14,7,2,10000.0,scale,500,0.8181818181818182,0.4897959183673469,0.5
AAPL,14,7,2,100000.0,scale,500,0.8181818181818182,0.4897959183673469,0.5
AAPL,14,7,2,10000.0,scale,1000,0.8181818181818182,0.4897959183673469,0.5
AAPL,14,7,1,1000.0,scale,500,0.8181818181818182,0.4897959183673469,0.5357142857142857
AAPL,14,7,2,10000.0,scale,20000,0.8181818181818182,0.4897959183673469,0.5357142857142857
TSLA,7,14,1,1000.0,scale,500,0.8181818181818182,0.625,0.7045454545454546
TSLA,7,14,1,10000.0,scale,500,0.8181818181818182,0.625,0.7045454545454546
TSLA,7,14,1,100000.0,scale,500,0.8181818181818182,0.625,0.7045454545454546
TSLA,7,14,2,1000.0,scale,20000,0.8409090909090909,0.6607142857142857,0.75
TSLA,7,14,2,10000.0,scale,20000,0.8409090909090909,0.6607142857142857,0.75
TSLA,7,14,2,100000.0,scale,10000,0.8409090909090909,0.6607142857142857,0.75
TSLA,7,14,2,10000.0,scale,10000,0.8409090909090909,0.6607142857142857,0.75
TSLA,7,14,2,1000.0,scale,10000,0.8409090909090909,0.6607142857142857,0.75
TSLA,7,14,2,100000.0,scale,20000,0.8409090909090909,0.6607142857142857,0.75
TSLA,14,7,2,1000.0,scale,10000,0.8636363636363636,0.46938775510204084,0.631578947368421
AMZN,14,14,2,10000.0,scale,500,0.8636363636363636,0.7142857142857143,0.6052631578947368
TSLA,14,7,2,100000.0,scale,10000,0.8636363636363636,0.46938775510204084,0.631578947368421
TSLA,14,7,2,1000.0,scale,20000,0.8636363636363636,0.46938775510204084,0.631578947368421
TSLA,14,7,2,100000.0,scale,20000,0.8636363636363636,0.46938775510204084,0.631578947368421
AMZN,14,14,2,1000.0,scale,500,0.8636363636363636,0.7142857142857143,0.6052631578947368
AMZN,14,14,2,100000.0,scale,500,0.8636363636363636,0.7142857142857143,0.6052631578947368
TSLA,14,7,2,10000.0,scale,10000,0.8636363636363636,0.46938775510204084,0.631578947368421
TSLA,14,7,2,10000.0,scale,20000,0.8636363636363636,0.46938775510204084,0.631578947368421
AMZN,14,7,1,10000.0,scale,500,0.8863636363636364,0.8571428571428571,0.8157894736842105
AMZN,14,14,1,100000.0,scale,500,0.8863636363636364,0.8163265306122449,0.7105263157894737
AMZN,14,14,2,100000.0,scale,1000,0.8863636363636364,0.8163265306122449,0.6842105263157895
AMZN,14,7,1,100000.0,scale,500,0.8863636363636364,0.8571428571428571,0.8157894736842105
AAPL,14,14,1,1000.0,scale,500,0.8863636363636364,0.5918367346938775,0.5357142857142857
AAPL,14,14,1,10000.0,scale,500,0.8863636363636364,0.5918367346938775,0.5357142857142857
AAPL,14,14,1,100000.0,scale,500,0.8863636363636364,0.5918367346938775,0.5357142857142857
GOOGL,14,14,1,100000.0,scale,500,0.8863636363636364,0.46938775510204084,0.4411764705882353
AMZN,14,14,1,10000.0,scale,500,0.8863636363636364,0.8163265306122449,0.7105263157894737
GOOGL,14,14,1,10000.0,scale,500,0.8863636363636364,0.46938775510204084,0.4411764705882353
AMZN,14,14,2,10000.0,scale,1000,0.8863636363636364,0.8163265306122449,0.6842105263157895
AMZN,14,14,2,1000.0,scale,1000,0.8863636363636364,0.8163265306122449,0.6842105263157895
GOOGL,14,14,2,1000.0,scale,1000,0.8863636363636364,0.4489795918367347,0.47058823529411764
GOOGL,14,14,1,1000.0,scale,500,0.8863636363636364,0.46938775510204084,0.4411764705882353
GOOGL,14,14,2,10000.0,scale,1000,0.8863636363636364,0.4489795918367347,0.47058823529411764
GOOGL,14,14,2,100000.0,scale,1000,0.8863636363636364,0.4489795918367347,0.47058823529411764
AMZN,14,7,1,1000.0,scale,500,0.8863636363636364,0.8571428571428571,0.8157894736842105
AMZN,14,14,1,1000.0,scale,500,0.8863636363636364,0.8163265306122449,0.7105263157894737
AMZN,14,7,2,100000.0,scale,20000,0.9090909090909091,0.8571428571428571,0.7894736842105263
GOOGL,14,14,2,100000.0,scale,20000,0.9090909090909091,0.3877551020408163,0.4117647058823529
AMZN,14,7,2,10000.0,scale,1000,0.9090909090909091,0.8571428571428571,0.7894736842105263
AMZN,14,7,2,1000.0,scale,20000,0.9090909090909091,0.8571428571428571,0.7894736842105263
AMZN,14,7,2,100000.0,scale,10000,0.9090909090909091,0.8571428571428571,0.7894736842105263
AMZN,14,7,2,100000.0,scale,1000,0.9090909090909091,0.8571428571428571,0.7894736842105263
GOOGL,14,14,2,10000.0,scale,20000,0.9090909090909091,0.3877551020408163,0.4117647058823529
AMZN,14,7,2,10000.0,scale,10000,0.9090909090909091,0.8571428571428571,0.7894736842105263
AMZN,14,7,2,1000.0,scale,10000,0.9090909090909091,0.8571428571428571,0.7894736842105263
AMZN,14,7,2,1000.0,scale,1000,0.9090909090909091,0.8571428571428571,0.7894736842105263
AMZN,14,7,2,10000.0,scale,20000,0.9090909090909091,0.8571428571428571,0.7894736842105263
GOOGL,14,14,2,1000.0,scale,20000,0.9090909090909091,0.3877551020408163,0.4117647058823529
AMZN,14,14,2,10000.0,scale,10000,0.9090909090909091,0.7755102040816326,0.631578947368421
GOOGL,14,14,2,10000.0,scale,10000,0.9090909090909091,0.3877551020408163,0.4117647058823529
GOOGL,14,14,2,1000.0,scale,10000,0.9090909090909091,0.3877551020408163,0.4117647058823529
AMZN,14,14,2,100000.0,scale,10000,0.9090909090909091,0.7755102040816326,0.631578947368421
AMZN,14,14,2,1000.0,scale,20000,0.9090909090909091,0.7755102040816326,0.631578947368421
AMZN,14,14,2,10000.0,scale,20000,0.9090909090909091,0.7755102040816326,0.631578947368421
AMZN,14,14,2,1000.0,scale,10000,0.9090909090909091,0.7755102040816326,0.631578947368421
AMZN,14,14,2,100000.0,scale,20000,0.9090909090909091,0.7755102040816326,0.631578947368421
AAPL,14,14,2,100000.0,scale,20000,0.9090909090909091,0.5714285714285714,0.5357142857142857
AAPL,14,14,2,10000.0,scale,20000,0.9090909090909091,0.5714285714285714,0.5357142857142857
AAPL,14,14,2,1000.0,scale,20000,0.9090909090909091,0.5714285714285714,0.5357142857142857
AAPL,14,14,2,100000.0,scale,10000,0.9090909090909091,0.5714285714285714,0.5357142857142857
AAPL,14,14,2,10000.0,scale,10000,0.9090909090909091,0.5714285714285714,0.5357142857142857
GOOGL,14,14,2,100000.0,scale,10000,0.9090909090909091,0.3877551020408163,0.4117647058823529
AAPL,14,14,2,1000.0,scale,10000,0.9090909090909091,0.5714285714285714,0.5357142857142857
AAPL,14,14,2,10000.0,scale,1000,0.9318181818181818,0.5306122448979592,0.5357142857142857
AAPL,14,14,2,1000.0,scale,1000,0.9318181818181818,0.5306122448979592,0.5357142857142857
AAPL,14,14,2,100000.0,scale,500,0.9318181818181818,0.5306122448979592,0.5357142857142857
AAPL,14,14,2,10000.0,scale,500,0.9318181818181818,0.5306122448979592,0.5357142857142857
AAPL,14,14,2,1000.0,scale,500,0.9318181818181818,0.5306122448979592,0.5357142857142857
AMZN,14,7,2,10000.0,scale,500,0.9318181818181818,0.8367346938775511,0.7894736842105263
AMZN,14,7,2,1000.0,scale,500,0.9318181818181818,0.8367346938775511,0.7894736842105263
GOOGL,14,14,2,1000.0,scale,500,0.9318181818181818,0.3877551020408163,0.5
GOOGL,14,14,2,10000.0,scale,500,0.9318181818181818,0.3877551020408163,0.5
GOOGL,14,14,2,100000.0,scale,500,0.9318181818181818,0.3877551020408163,0.5
AMZN,14,7,2,100000.0,scale,500,0.9318181818181818,0.8367346938775511,0.7894736842105263
AAPL,14,14,2,100000.0,scale,1000,0.9318181818181818,0.5306122448979592,0.5357142857142857
