symbol,output_size,window_size,data_mode,drop_out,max_string_lenght:,train_score,val_score,test_score,balance_score
AMZN,3,3,0,0.0,500,0.5510204081632653,0.2558139534883721,0.46551724137931033,0.5
AMZN,3,3,2,0.2,20000,0.5204081632653061,0.3023255813953488,0.3793103448275862,0.4807692307692308
AMZN,3,3,2,0.8,1000,0.5306122448979592,0.3023255813953488,0.4482758620689655,0.4807692307692308
AMZN,3,3,1,0.5,500,0.5612244897959183,0.3023255813953488,0.43103448275862066,0.5
AAPL,3,7,2,0.8,1000,0.45263157894736844,0.30952380952380953,0.5185185185185185,0.41304347826086957
AMZN,3,14,0,0.8,500,0.5333333333333333,0.325,0.5106382978723404,0.5869565217391305
AMZN,3,3,1,0.8,500,0.5306122448979592,0.32558139534883723,0.4827586206896552,0.5
TSLA,3,3,2,0.0,10000,0.5408163265306123,0.32558139534883723,0.4827586206896552,0.5185185185185185
TSLA,3,3,2,0.8,10000,0.5306122448979592,0.32558139534883723,0.39655172413793105,0.46296296296296297
AMZN,3,3,2,0.2,10000,0.5612244897959183,0.32558139534883723,0.43103448275862066,0.4230769230769231
AMZN,3,3,0,0.8,500,0.5408163265306123,0.32558139534883723,0.4482758620689655,0.46153846153846156
AMZN,3,3,2,0.2,500,0.46938775510204084,0.32558139534883723,0.39655172413793105,0.5384615384615384
TSLA,3,3,2,0.5,20000,0.4897959183673469,0.32558139534883723,0.43103448275862066,0.5
TSLA,3,3,2,0.2,20000,0.5102040816326531,0.32558139534883723,0.4482758620689655,0.5185185185185185
AMZN,3,3,2,0.0,1000,0.5306122448979592,0.32558139534883723,0.43103448275862066,0.4807692307692308
AMZN,3,3,1,0.2,500,0.5204081632653061,0.3488372093023256,0.4827586206896552,0.5576923076923077
AMZN,3,3,0,0.2,500,0.5,0.3488372093023256,0.4482758620689655,0.5192307692307693
TSLA,3,3,2,0.2,500,0.5408163265306123,0.3488372093023256,0.5172413793103449,0.5
MSFT,3,3,0,0.2,500,0.5,0.3488372093023256,0.5862068965517241,0.56
AMZN,3,3,2,0.2,1000,0.5102040816326531,0.3488372093023256,0.46551724137931033,0.5
AMZN,3,3,2,0.0,10000,0.47959183673469385,0.3488372093023256,0.46551724137931033,0.5192307692307693
MSFT,3,3,2,0.8,20000,0.5612244897959183,0.3488372093023256,0.4482758620689655,0.54
MSFT,3,14,2,0.8,1000,0.4666666666666667,0.35,0.5106382978723404,0.575
AMZN,3,7,2,0.2,20000,0.5684210526315789,0.35714285714285715,0.5555555555555556,0.5192307692307693
MSFT,3,7,2,0.0,20000,0.47368421052631576,0.35714285714285715,0.48148148148148145,0.5
AAPL,7,3,2,0.5,10000,0.5157894736842106,0.35714285714285715,0.35185185185185186,0.4722222222222222
AAPL,3,7,2,0.0,500,0.5578947368421052,0.35714285714285715,0.4444444444444444,0.4782608695652174
AAPL,3,7,2,0.2,20000,0.5578947368421052,0.35714285714285715,0.5,0.5652173913043478
AMZN,3,3,1,0.0,500,0.4489795918367347,0.37209302325581395,0.5172413793103449,0.5769230769230769
AMZN,3,3,2,0.8,500,0.5204081632653061,0.37209302325581395,0.43103448275862066,0.4807692307692308
AMZN,3,3,2,0.8,10000,0.5306122448979592,0.37209302325581395,0.4482758620689655,0.5
TSLA,3,3,2,0.0,1000,0.46938775510204084,0.37209302325581395,0.46551724137931033,0.4444444444444444
MSFT,3,3,2,0.5,10000,0.5510204081632653,0.37209302325581395,0.6896551724137931,0.46
AMZN,3,3,2,0.0,20000,0.5102040816326531,0.37209302325581395,0.43103448275862066,0.5384615384615384
AMZN,3,3,2,0.5,500,0.5204081632653061,0.37209302325581395,0.4827586206896552,0.5192307692307693
MSFT,3,3,0,0.5,500,0.5612244897959183,0.37209302325581395,0.5862068965517241,0.5
TSLA,3,3,2,0.8,500,0.47959183673469385,0.37209302325581395,0.39655172413793105,0.5555555555555556
AAPL,3,3,1,0.5,500,0.5408163265306123,0.37209302325581395,0.5344827586206896,0.5384615384615384
TSLA,3,3,0,0.5,500,0.5,0.37209302325581395,0.43103448275862066,0.42592592592592593
AMZN,3,3,2,0.5,20000,0.5714285714285714,0.37209302325581395,0.43103448275862066,0.5
TSLA,3,3,1,0.8,500,0.5,0.37209302325581395,0.4827586206896552,0.5
AMZN,3,3,2,0.5,10000,0.5306122448979592,0.37209302325581395,0.4827586206896552,0.4807692307692308
TSLA,3,3,2,0.5,10000,0.5714285714285714,0.37209302325581395,0.41379310344827586,0.5370370370370371
AMZN,3,14,2,0.2,10000,0.45555555555555555,0.375,0.5319148936170213,0.45652173913043476
AMZN,3,14,0,0.5,500,0.4777777777777778,0.375,0.48936170212765956,0.5
AAPL,7,7,2,0.0,20000,0.5268817204301075,0.375,0.38,0.46875
MSFT,3,14,2,0.2,20000,0.4666666666666667,0.375,0.5106382978723404,0.525
AAPL,7,3,1,0.5,500,0.5157894736842106,0.38095238095238093,0.35185185185185186,0.5
AAPL,3,7,2,0.2,10000,0.5473684210526316,0.38095238095238093,0.48148148148148145,0.5217391304347826
MSFT,3,7,2,0.8,20000,0.4842105263157895,0.38095238095238093,0.4444444444444444,0.3958333333333333
AAPL,3,7,1,0.5,500,0.5157894736842106,0.38095238095238093,0.46296296296296297,0.4782608695652174
AAPL,7,3,0,0.5,500,0.5473684210526316,0.38095238095238093,0.35185185185185186,0.5
AAPL,3,7,2,0.0,1000,0.49473684210526314,0.38095238095238093,0.4074074074074074,0.5434782608695652
AMZN,3,7,2,0.8,10000,0.49473684210526314,0.38095238095238093,0.6111111111111112,0.5769230769230769
MSFT,7,14,2,0.8,1000,0.5795454545454546,0.39473684210526316,0.23255813953488372,0.5
MSFT,3,3,1,0.2,500,0.5102040816326531,0.3953488372093023,0.5,0.48
TSLA,3,3,1,0.2,500,0.5,0.3953488372093023,0.46551724137931033,0.5370370370370371
TSLA,3,3,2,0.2,1000,0.4489795918367347,0.3953488372093023,0.5517241379310345,0.5925925925925926
TSLA,3,3,1,0.5,500,0.5306122448979592,0.3953488372093023,0.4827586206896552,0.46296296296296297
AMZN,3,14,2,0.2,500,0.45555555555555555,0.4,0.40425531914893614,0.5434782608695652
AMZN,7,7,2,0.2,1000,0.5913978494623656,0.4,0.44,0.5238095238095238
AMZN,3,14,1,0.2,500,0.4777777777777778,0.4,0.3829787234042553,0.6086956521739131
AAPL,3,14,1,0.8,500,0.45555555555555555,0.4,0.46808510638297873,0.3684210526315789
MSFT,3,14,2,0.8,20000,0.5222222222222223,0.4,0.46808510638297873,0.55
MSFT,7,7,1,0.8,500,0.4946236559139785,0.4,0.36,0.5
MSFT,14,3,0,0.8,500,0.5333333333333333,0.4,0.3191489361702128,0.4
AMZN,7,7,0,0.8,500,0.5698924731182796,0.4,0.42,0.5
AAPL,7,3,2,0.0,10000,0.5473684210526316,0.40476190476190477,0.3333333333333333,0.5
AAPL,3,7,2,0.8,10000,0.5263157894736842,0.40476190476190477,0.4444444444444444,0.5434782608695652
AAPL,7,3,2,0.0,1000,0.5052631578947369,0.40476190476190477,0.3333333333333333,0.5277777777777778
AMZN,7,3,2,0.8,20000,0.5473684210526316,0.40476190476190477,0.5,0.54
AAPL,3,7,2,0.5,10000,0.5578947368421052,0.40476190476190477,0.48148148148148145,0.5
AAPL,3,7,2,0.0,20000,0.47368421052631576,0.40476190476190477,0.42592592592592593,0.3695652173913043
AAPL,7,3,0,0.2,500,0.5368421052631579,0.40476190476190477,0.35185185185185186,0.5
AAPL,3,7,2,0.2,1000,0.5052631578947369,0.40476190476190477,0.5185185185185185,0.5434782608695652
AAPL,7,3,1,0.0,500,0.5368421052631579,0.40476190476190477,0.35185185185185186,0.5277777777777778
MSFT,7,3,2,0.0,1000,0.5368421052631579,0.40476190476190477,0.35185185185185186,0.5555555555555556
MSFT,3,7,0,0.2,500,0.45263157894736844,0.40476190476190477,0.48148148148148145,0.4583333333333333
AAPL,3,7,2,0.8,500,0.5578947368421052,0.40476190476190477,0.5370370370370371,0.41304347826086957
AAPL,7,3,2,0.0,20000,0.5263157894736842,0.40476190476190477,0.3888888888888889,0.4444444444444444
AAPL,3,7,0,0.2,500,0.5263157894736842,0.40476190476190477,0.3888888888888889,0.45652173913043476
AAPL,3,3,2,0.8,20000,0.6020408163265306,0.4186046511627907,0.5172413793103449,0.5384615384615384
AMZN,3,3,2,0.0,500,0.5816326530612245,0.4186046511627907,0.5,0.5384615384615384
MSFT,3,3,2,0.2,20000,0.5204081632653061,0.4186046511627907,0.46551724137931033,0.44
MSFT,3,3,2,0.0,1000,0.5306122448979592,0.4186046511627907,0.5862068965517241,0.48
AMZN,3,3,2,0.5,1000,0.5510204081632653,0.4186046511627907,0.46551724137931033,0.5384615384615384
TSLA,3,3,2,0.0,500,0.5408163265306123,0.4186046511627907,0.41379310344827586,0.4444444444444444
AMZN,3,3,0,0.5,500,0.5408163265306123,0.4186046511627907,0.4482758620689655,0.4807692307692308
TSLA,3,3,2,0.8,1000,0.5204081632653061,0.4186046511627907,0.41379310344827586,0.5185185185185185
TSLA,3,3,2,0.5,500,0.45918367346938777,0.4186046511627907,0.5517241379310345,0.5
AAPL,3,3,2,0.8,10000,0.5306122448979592,0.4186046511627907,0.603448275862069,0.46153846153846156
TSLA,3,3,2,0.5,1000,0.5,0.4186046511627907,0.603448275862069,0.46296296296296297
AMZN,7,14,0,0.0,500,0.6022727272727273,0.42105263157894735,0.32558139534883723,0.42857142857142855
MSFT,14,7,2,0.0,10000,0.5340909090909091,0.42105263157894735,0.3953488372093023,0.5909090909090909
MSFT,7,14,2,0.8,20000,0.5681818181818182,0.42105263157894735,0.2558139534883721,0.5
MSFT,7,14,2,0.0,1000,0.5909090909090909,0.42105263157894735,0.23255813953488372,0.5
MSFT,7,14,2,0.2,10000,0.5795454545454546,0.42105263157894735,0.23255813953488372,0.5
MSFT,7,14,2,0.8,10000,0.5795454545454546,0.42105263157894735,0.2558139534883721,0.55
MSFT,7,14,2,0.0,20000,0.5340909090909091,0.42105263157894735,0.3023255813953488,0.4
MSFT,7,14,0,0.2,500,0.5795454545454546,0.42105263157894735,0.23255813953488372,0.55
MSFT,7,14,2,0.5,500,0.5681818181818182,0.42105263157894735,0.23255813953488372,0.5
AAPL,7,7,1,0.2,500,0.5376344086021505,0.425,0.36,0.53125
AAPL,3,14,2,0.0,20000,0.5666666666666667,0.425,0.5531914893617021,0.5789473684210527
MSFT,7,7,2,0.2,1000,0.5483870967741935,0.425,0.38,0.4411764705882353
AMZN,7,7,1,0.8,500,0.5806451612903226,0.425,0.48,0.5476190476190477
MSFT,14,3,2,0.2,10000,0.5333333333333333,0.425,0.2765957446808511,0.5
GOOGL,7,7,2,0.0,500,0.5913978494623656,0.425,0.36,0.47368421052631576
MSFT,3,14,2,0.5,20000,0.5555555555555556,0.425,0.3829787234042553,0.6
AMZN,7,7,2,0.2,20000,0.5268817204301075,0.425,0.44,0.5476190476190477
AMZN,7,7,2,0.8,10000,0.5268817204301075,0.425,0.42,0.5476190476190477
AAPL,3,14,2,0.0,1000,0.5444444444444444,0.425,0.6170212765957447,0.5526315789473685
AMZN,7,7,2,0.0,10000,0.5591397849462365,0.425,0.42,0.47619047619047616
AMZN,7,7,2,0.8,1000,0.5591397849462365,0.425,0.42,0.4523809523809524
AMZN,7,7,2,0.8,500,0.5591397849462365,0.425,0.42,0.47619047619047616
MSFT,7,7,0,0.8,500,0.5591397849462365,0.425,0.42,0.5294117647058824
AMZN,7,7,2,0.0,500,0.5376344086021505,0.425,0.44,0.5476190476190477
AMZN,3,14,0,0.0,500,0.5111111111111111,0.425,0.44680851063829785,0.5
MSFT,7,3,2,0.0,20000,0.5578947368421052,0.42857142857142855,0.37037037037037035,0.5277777777777778
AAPL,3,7,2,0.5,20000,0.4842105263157895,0.42857142857142855,0.35185185185185186,0.5217391304347826
AAPL,7,3,0,0.0,500,0.5473684210526316,0.42857142857142855,0.3333333333333333,0.5
MSFT,7,3,2,0.5,20000,0.5368421052631579,0.42857142857142855,0.37037037037037035,0.4444444444444444
AMZN,3,7,1,0.5,500,0.5368421052631579,0.42857142857142855,0.5370370370370371,0.46153846153846156
AAPL,3,7,1,0.2,500,0.5368421052631579,0.42857142857142855,0.5,0.4782608695652174
AAPL,7,3,2,0.8,20000,0.5052631578947369,0.42857142857142855,0.35185185185185186,0.4166666666666667
AAPL,7,3,2,0.2,20000,0.5473684210526316,0.42857142857142855,0.3333333333333333,0.5
AMZN,7,3,2,0.5,1000,0.5368421052631579,0.42857142857142855,0.46296296296296297,0.5
AMZN,7,3,2,0.8,500,0.5473684210526316,0.42857142857142855,0.5,0.5
AAPL,7,3,2,0.2,10000,0.5473684210526316,0.42857142857142855,0.3888888888888889,0.4722222222222222
AAPL,7,3,2,0.5,500,0.5578947368421052,0.42857142857142855,0.4074074074074074,0.5277777777777778
AAPL,7,3,2,0.2,1000,0.5473684210526316,0.42857142857142855,0.35185185185185186,0.5555555555555556
AMZN,3,7,2,0.0,1000,0.5684210526315789,0.42857142857142855,0.46296296296296297,0.5769230769230769
AMZN,3,3,2,0.8,20000,0.45918367346938777,0.4418604651162791,0.4482758620689655,0.5192307692307693
AAPL,3,3,0,0.0,500,0.5204081632653061,0.4418604651162791,0.5172413793103449,0.5384615384615384
AAPL,3,3,2,0.5,20000,0.5510204081632653,0.4418604651162791,0.5344827586206896,0.5
AAPL,3,3,2,0.0,20000,0.5510204081632653,0.4418604651162791,0.5517241379310345,0.5384615384615384
AAPL,3,3,2,0.2,1000,0.5816326530612245,0.4418604651162791,0.5517241379310345,0.5384615384615384
AMZN,7,14,2,0.0,1000,0.6022727272727273,0.4473684210526316,0.37209302325581395,0.5
AMZN,7,14,1,0.0,500,0.625,0.4473684210526316,0.27906976744186046,0.5357142857142857
AMZN,7,14,0,0.8,500,0.6022727272727273,0.4473684210526316,0.3488372093023256,0.5
AMZN,7,14,0,0.5,500,0.6022727272727273,0.4473684210526316,0.32558139534883723,0.5
AMZN,7,14,0,0.2,500,0.6022727272727273,0.4473684210526316,0.32558139534883723,0.5
AMZN,7,14,1,0.2,500,0.6022727272727273,0.4473684210526316,0.3023255813953488,0.5357142857142857
MSFT,7,14,2,0.2,20000,0.5909090909090909,0.4473684210526316,0.3023255813953488,0.55
MSFT,7,14,2,0.5,1000,0.5795454545454546,0.4473684210526316,0.20930232558139536,0.5
MSFT,7,14,2,0.2,1000,0.5795454545454546,0.4473684210526316,0.2558139534883721,0.55
MSFT,7,14,2,0.2,500,0.5681818181818182,0.4473684210526316,0.20930232558139536,0.45
MSFT,7,14,2,0.0,500,0.5795454545454546,0.4473684210526316,0.2558139534883721,0.5
MSFT,7,14,0,0.5,500,0.5795454545454546,0.4473684210526316,0.23255813953488372,0.5
MSFT,7,14,0,0.8,500,0.5795454545454546,0.4473684210526316,0.27906976744186046,0.55
MSFT,7,14,1,0.0,500,0.5795454545454546,0.4473684210526316,0.2558139534883721,0.5
MSFT,7,14,2,0.5,10000,0.5568181818181818,0.4473684210526316,0.23255813953488372,0.45
AMZN,7,14,1,0.8,500,0.6022727272727273,0.4473684210526316,0.32558139534883723,0.4642857142857143
AMZN,7,14,2,0.5,20000,0.6022727272727273,0.4473684210526316,0.3953488372093023,0.4642857142857143
MSFT,7,14,1,0.2,500,0.5795454545454546,0.4473684210526316,0.2558139534883721,0.55
AMZN,7,14,2,0.2,20000,0.6022727272727273,0.4473684210526316,0.3488372093023256,0.5357142857142857
AMZN,7,14,2,0.0,20000,0.6022727272727273,0.4473684210526316,0.3488372093023256,0.5
AMZN,7,14,2,0.8,10000,0.6022727272727273,0.4473684210526316,0.3023255813953488,0.4642857142857143
AMZN,7,14,2,0.2,10000,0.6022727272727273,0.4473684210526316,0.32558139534883723,0.5357142857142857
AMZN,7,14,2,0.8,1000,0.6022727272727273,0.4473684210526316,0.3488372093023256,0.5357142857142857
AMZN,7,14,2,0.5,1000,0.6022727272727273,0.4473684210526316,0.3488372093023256,0.5
AMZN,7,14,2,0.2,1000,0.6022727272727273,0.4473684210526316,0.3488372093023256,0.5
MSFT,14,7,2,0.8,1000,0.4772727272727273,0.4473684210526316,0.32558139534883723,0.5454545454545454
AMZN,7,14,2,0.8,500,0.6022727272727273,0.4473684210526316,0.37209302325581395,0.42857142857142855
AMZN,7,14,2,0.5,500,0.6136363636363636,0.4473684210526316,0.32558139534883723,0.5
AMZN,7,14,2,0.2,500,0.6022727272727273,0.4473684210526316,0.32558139534883723,0.5
AMZN,7,14,2,0.0,500,0.6022727272727273,0.4473684210526316,0.32558139534883723,0.5
AAPL,7,14,1,0.2,500,0.5454545454545454,0.4473684210526316,0.3023255813953488,0.55
AMZN,7,14,2,0.8,20000,0.6022727272727273,0.4473684210526316,0.3953488372093023,0.5357142857142857
MSFT,14,7,2,0.5,10000,0.5113636363636364,0.4473684210526316,0.4186046511627907,0.5
MSFT,7,14,2,0.5,20000,0.5909090909090909,0.4473684210526316,0.23255813953488372,0.5
AMZN,7,7,2,0.5,20000,0.5698924731182796,0.45,0.46,0.5476190476190477
AMZN,7,7,2,0.8,20000,0.5268817204301075,0.45,0.4,0.5476190476190477
GOOGL,7,7,2,0.5,500,0.5591397849462365,0.45,0.42,0.5263157894736842
AMZN,3,14,2,0.0,10000,0.43333333333333335,0.45,0.5957446808510638,0.5652173913043478
MSFT,14,3,1,0.5,500,0.5555555555555556,0.45,0.3404255319148936,0.5333333333333333
GOOGL,7,7,2,0.2,1000,0.5806451612903226,0.45,0.4,0.5263157894736842
MSFT,7,7,2,0.5,500,0.5161290322580645,0.45,0.38,0.5
AMZN,3,14,2,0.5,20000,0.43333333333333335,0.45,0.46808510638297873,0.6739130434782609
MSFT,7,7,2,0.0,500,0.5376344086021505,0.45,0.4,0.5
AMZN,3,14,0,0.2,500,0.5333333333333333,0.45,0.425531914893617,0.5217391304347826
GOOGL,7,7,2,0.8,20000,0.5806451612903226,0.45,0.36,0.5
AMZN,7,7,0,0.2,500,0.5591397849462365,0.45,0.42,0.5
MSFT,14,3,2,0.5,20000,0.5555555555555556,0.45,0.3617021276595745,0.43333333333333335
AAPL,7,7,2,0.0,500,0.5376344086021505,0.45,0.32,0.46875
MSFT,7,7,0,0.5,500,0.5376344086021505,0.45,0.34,0.5
MSFT,14,3,2,0.8,10000,0.5777777777777777,0.45,0.3404255319148936,0.4666666666666667
MSFT,7,7,2,0.8,10000,0.5268817204301075,0.45,0.38,0.47058823529411764
GOOGL,7,7,0,0.2,500,0.5806451612903226,0.45,0.42,0.47368421052631576
AAPL,7,7,2,0.5,1000,0.5268817204301075,0.45,0.38,0.53125
AAPL,7,7,2,0.2,1000,0.5591397849462365,0.45,0.36,0.46875
AAPL,3,14,0,0.0,500,0.4777777777777778,0.45,0.574468085106383,0.3157894736842105
AAPL,7,7,1,0.8,500,0.5591397849462365,0.45,0.36,0.53125
MSFT,3,14,2,0.0,20000,0.5333333333333333,0.45,0.574468085106383,0.525
AMZN,7,7,2,0.0,20000,0.5698924731182796,0.45,0.4,0.5714285714285714
AMZN,7,7,1,0.0,500,0.5483870967741935,0.45,0.42,0.47619047619047616
AMZN,7,7,1,0.2,500,0.5698924731182796,0.45,0.4,0.5
MSFT,3,14,1,0.2,500,0.5555555555555556,0.45,0.425531914893617,0.45
AMZN,7,7,2,0.0,1000,0.5591397849462365,0.45,0.46,0.47619047619047616
AMZN,7,7,2,0.5,1000,0.5806451612903226,0.45,0.44,0.5
AMZN,7,7,2,0.2,10000,0.5698924731182796,0.45,0.48,0.47619047619047616
AMZN,7,7,1,0.5,500,0.5591397849462365,0.45,0.42,0.47619047619047616
AMZN,7,7,2,0.5,500,0.5591397849462365,0.45,0.42,0.5
AMZN,3,14,1,0.5,500,0.5222222222222223,0.45,0.48936170212765956,0.5
AAPL,3,14,1,0.5,500,0.5666666666666667,0.45,0.574468085106383,0.5526315789473685
AMZN,7,7,2,0.5,10000,0.5591397849462365,0.45,0.4,0.5238095238095238
GOOGL,7,7,0,0.5,500,0.5698924731182796,0.45,0.38,0.5
GOOGL,7,7,1,0.8,500,0.5698924731182796,0.45,0.38,0.5
MSFT,14,3,2,0.0,500,0.5666666666666667,0.45,0.3404255319148936,0.5333333333333333
AAPL,3,14,2,0.5,10000,0.5,0.45,0.5106382978723404,0.5
AMZN,7,3,0,0.8,500,0.5578947368421052,0.4523809523809524,0.46296296296296297,0.5
AAPL,7,3,2,0.2,500,0.5684210526315789,0.4523809523809524,0.37037037037037035,0.4722222222222222
AAPL,7,3,2,0.8,500,0.5368421052631579,0.4523809523809524,0.35185185185185186,0.4444444444444444
AMZN,3,7,1,0.0,500,0.5368421052631579,0.4523809523809524,0.46296296296296297,0.4807692307692308
AAPL,3,7,2,0.2,500,0.47368421052631576,0.4523809523809524,0.5370370370370371,0.5869565217391305
AAPL,7,3,1,0.8,500,0.5578947368421052,0.4523809523809524,0.3333333333333333,0.4444444444444444
AAPL,7,3,1,0.2,500,0.5473684210526316,0.4523809523809524,0.37037037037037035,0.4722222222222222
AMZN,7,3,1,0.5,500,0.5473684210526316,0.4523809523809524,0.5370370370370371,0.5
MSFT,7,3,2,0.2,10000,0.5473684210526316,0.4523809523809524,0.3333333333333333,0.4722222222222222
AMZN,3,7,2,0.2,500,0.45263157894736844,0.4523809523809524,0.5740740740740741,0.5769230769230769
AMZN,3,7,2,0.8,500,0.5263157894736842,0.4523809523809524,0.5185185185185185,0.5
AMZN,7,3,0,0.5,500,0.5263157894736842,0.4523809523809524,0.5,0.5
AAPL,7,3,2,0.0,500,0.5263157894736842,0.4523809523809524,0.37037037037037035,0.5277777777777778
MSFT,7,3,1,0.0,500,0.5578947368421052,0.4523809523809524,0.2777777777777778,0.5
MSFT,7,3,1,0.8,500,0.5578947368421052,0.4523809523809524,0.35185185185185186,0.4444444444444444
AMZN,7,3,2,0.2,1000,0.5368421052631579,0.4523809523809524,0.48148148148148145,0.5
TSLA,3,7,2,0.2,10000,0.5263157894736842,0.4523809523809524,0.5740740740740741,0.4782608695652174
AMZN,7,3,2,0.0,1000,0.5473684210526316,0.4523809523809524,0.5370370370370371,0.5
AAPL,3,7,0,0.5,500,0.5368421052631579,0.4523809523809524,0.5185185185185185,0.4782608695652174
AMZN,7,3,2,0.8,1000,0.5368421052631579,0.4523809523809524,0.4444444444444444,0.5
MSFT,7,3,2,0.5,500,0.5473684210526316,0.4523809523809524,0.3333333333333333,0.5
AMZN,3,7,2,0.8,20000,0.5578947368421052,0.4523809523809524,0.5740740740740741,0.5
MSFT,7,3,2,0.5,1000,0.5473684210526316,0.4523809523809524,0.37037037037037035,0.5
MSFT,7,3,0,0.8,500,0.5368421052631579,0.4523809523809524,0.3333333333333333,0.5
MSFT,3,3,2,0.5,20000,0.42857142857142855,0.46511627906976744,0.5517241379310345,0.5
AAPL,3,3,2,0.2,10000,0.5408163265306123,0.46511627906976744,0.5,0.5
MSFT,3,3,2,0.2,500,0.42857142857142855,0.46511627906976744,0.5689655172413793,0.36
AAPL,3,3,1,0.8,500,0.5306122448979592,0.46511627906976744,0.5689655172413793,0.46153846153846156
TSLA,3,3,2,0.2,10000,0.4387755102040816,0.46511627906976744,0.5,0.5
AAPL,3,3,0,0.5,500,0.5306122448979592,0.46511627906976744,0.5344827586206896,0.5
MSFT,3,3,2,0.8,10000,0.4897959183673469,0.46511627906976744,0.5172413793103449,0.42
AAPL,3,3,0,0.2,500,0.5408163265306123,0.46511627906976744,0.5517241379310345,0.5
AAPL,3,3,2,0.0,500,0.5510204081632653,0.46511627906976744,0.5344827586206896,0.46153846153846156
AAPL,3,3,0,0.8,500,0.5510204081632653,0.46511627906976744,0.5344827586206896,0.5384615384615384
TSLA,3,3,2,0.8,20000,0.47959183673469385,0.46511627906976744,0.4827586206896552,0.48148148148148145
AAPL,3,3,2,0.2,500,0.5204081632653061,0.46511627906976744,0.5517241379310345,0.4807692307692308
AAPL,3,3,2,0.5,500,0.5102040816326531,0.46511627906976744,0.5689655172413793,0.4423076923076923
AAPL,3,3,2,0.8,500,0.5204081632653061,0.46511627906976744,0.5517241379310345,0.5
AAPL,3,3,2,0.2,20000,0.5408163265306123,0.46511627906976744,0.5517241379310345,0.5192307692307693
GOOGL,7,14,0,0.5,500,0.6022727272727273,0.47368421052631576,0.46511627906976744,0.4166666666666667
MSFT,7,14,2,0.8,500,0.5681818181818182,0.47368421052631576,0.2558139534883721,0.5
MSFT,7,14,0,0.0,500,0.5568181818181818,0.47368421052631576,0.27906976744186046,0.6
MSFT,7,14,2,0.0,10000,0.5795454545454546,0.47368421052631576,0.2558139534883721,0.55
MSFT,7,14,1,0.8,500,0.5795454545454546,0.47368421052631576,0.27906976744186046,0.45
AMZN,7,14,2,0.0,10000,0.6022727272727273,0.47368421052631576,0.32558139534883723,0.5
AMZN,7,14,2,0.5,10000,0.6136363636363636,0.47368421052631576,0.3488372093023256,0.5357142857142857
AAPL,7,7,2,0.8,1000,0.5698924731182796,0.475,0.38,0.5
MSFT,7,7,2,0.2,20000,0.5268817204301075,0.475,0.34,0.5294117647058824
MSFT,7,7,2,0.2,10000,0.4838709677419355,0.475,0.36,0.4411764705882353
AAPL,7,7,2,0.2,500,0.5591397849462365,0.475,0.34,0.53125
AAPL,3,14,1,0.2,500,0.4666666666666667,0.475,0.5531914893617021,0.47368421052631576
AMZN,7,7,2,0.2,500,0.5483870967741935,0.475,0.46,0.5238095238095238
AAPL,7,7,2,0.5,10000,0.5376344086021505,0.475,0.38,0.5
